burned;burningProbability;burningStepThreshold;dim;empty;finalTime;forest;neighborhood;simulations
831;1;1;50;0.4;100;654;"vonneumann";"1_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
53;1;1;50;0.4;100;1486;"vonneumann";"2_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
451;1;1;50;0.4;100;1054;"vonneumann";"3_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
19;1;1;50;0.4;100;1478;"vonneumann";"4_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
113;1;1;50;0.4;100;1369;"vonneumann";"5_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
1298;1;1;50;0.4;100;260;"vonneumann";"6_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
160;1;1;50;0.4;100;1362;"vonneumann";"7_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
1;1;1;50;0.4;100;1477;"vonneumann";"8_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
1083;1;1;50;0.4;100;447;"vonneumann";"9_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
11;1;1;50;0.4;100;1498;"vonneumann";"10_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
1233;1;1;50;0.4;100;326;"vonneumann";"11_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
1073;1;1;50;0.4;100;443;"vonneumann";"12_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
811;1;1;50;0.4;100;729;"vonneumann";"13_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
697;1;1;50;0.4;100;825;"vonneumann";"14_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
52;1;1;50;0.4;100;1414;"vonneumann";"15_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
87;1;1;50;0.4;100;1437;"vonneumann";"16_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
297;1;1;50;0.4;100;1185;"vonneumann";"17_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_100_neighborhood_vonneumann_"
